"checkin_id","checkin_length","checkin_time","location","precinct","device","day","month","year","hour","minute","seconds"
"CHECKIN_000690",267,2018-11-06 08:56:37,"LOCATION_002","PRECINCT_002","DEVICE_004",6,11,2018,8,56,37
"CHECKIN_000691",67,2018-11-06 08:56:49,"LOCATION_002","PRECINCT_002","DEVICE_003",6,11,2018,8,56,49
"CHECKIN_000699",51,2018-11-06 09:24:20,"LOCATION_002","PRECINCT_002","DEVICE_004",6,11,2018,9,24,20
"CHECKIN_000707",37,2018-11-06 09:47:04,"LOCATION_002","PRECINCT_002","DEVICE_003",6,11,2018,9,47,4
"CHECKIN_000711",22,2018-11-06 10:01:14,"LOCATION_002","PRECINCT_002","DEVICE_004",6,11,2018,10,1,14
"CHECKIN_000724",31,2018-11-06 10:32:16,"LOCATION_002","PRECINCT_002","DEVICE_004",6,11,2018,10,32,16
"CHECKIN_000726",67,2018-11-06 10:37:00,"LOCATION_002","PRECINCT_002","DEVICE_003",6,11,2018,10,37,0
"CHECKIN_000729",59,2018-11-06 10:43:59,"LOCATION_002","PRECINCT_002","DEVICE_003",6,11,2018,10,43,59
"CHECKIN_000745",23,2018-11-06 11:17:46,"LOCATION_002","PRECINCT_002","DEVICE_003",6,11,2018,11,17,46
"CHECKIN_000749",54,2018-11-06 11:34:37,"LOCATION_002","PRECINCT_002","DEVICE_004",6,11,2018,11,34,37
"CHECKIN_000760",30,2018-11-06 12:19:42,"LOCATION_002","PRECINCT_002","DEVICE_003",6,11,2018,12,19,42
"CHECKIN_000774",295,2018-11-06 12:52:23,"LOCATION_002","PRECINCT_002","DEVICE_004",6,11,2018,12,52,23
"CHECKIN_000784",49,2018-11-06 13:25:08,"LOCATION_002","PRECINCT_002","DEVICE_003",6,11,2018,13,25,8
"CHECKIN_000792",67,2018-11-06 13:55:17,"LOCATION_002","PRECINCT_002","DEVICE_004",6,11,2018,13,55,17
"CHECKIN_000793",17,2018-11-06 14:04:55,"LOCATION_002","PRECINCT_002","DEVICE_003",6,11,2018,14,4,55
"CHECKIN_000802",47,2018-11-06 14:44:16,"LOCATION_002","PRECINCT_002","DEVICE_004",6,11,2018,14,44,16
"CHECKIN_000817",19,2018-11-06 15:49:24,"LOCATION_002","PRECINCT_002","DEVICE_004",6,11,2018,15,49,24
"CHECKIN_000819",50,2018-11-06 15:55:03,"LOCATION_002","PRECINCT_002","DEVICE_003",6,11,2018,15,55,3
"CHECKIN_000826",37,2018-11-06 16:11:09,"LOCATION_002","PRECINCT_002","DEVICE_003",6,11,2018,16,11,9
"CHECKIN_000835",16,2018-11-06 16:39:36,"LOCATION_002","PRECINCT_002","DEVICE_004",6,11,2018,16,39,36
"CHECKIN_000846",258,2018-11-06 17:08:15,"LOCATION_002","PRECINCT_002","DEVICE_004",6,11,2018,17,8,15
"CHECKIN_000857",58,2018-11-06 17:31:54,"LOCATION_002","PRECINCT_002","DEVICE_003",6,11,2018,17,31,54
"CHECKIN_000889",73,2018-11-06 18:51:23,"LOCATION_002","PRECINCT_002","DEVICE_003",6,11,2018,18,51,23
"CHECKIN_000891",49,2018-11-06 18:52:56,"LOCATION_002","PRECINCT_002","DEVICE_004",6,11,2018,18,52,56
"CHECKIN_000903",47,2018-11-06 07:01:17,"LOCATION_003","PRECINCT_003","DEVICE_005",6,11,2018,7,1,17
"CHECKIN_000918",61,2018-11-06 07:07:42,"LOCATION_003","PRECINCT_003","DEVICE_006",6,11,2018,7,7,42
"CHECKIN_000919",65,2018-11-06 07:08:26,"LOCATION_003","PRECINCT_003","DEVICE_006",6,11,2018,7,8,26
"CHECKIN_000929",35,2018-11-06 07:15:37,"LOCATION_003","PRECINCT_003","DEVICE_005",6,11,2018,7,15,37
"CHECKIN_000937",70,2018-11-06 07:22:12,"LOCATION_003","PRECINCT_003","DEVICE_005",6,11,2018,7,22,12
"CHECKIN_000962",22,2018-11-06 07:47:54,"LOCATION_003","PRECINCT_003","DEVICE_005",6,11,2018,7,47,54
"CHECKIN_000964",73,2018-11-06 07:50:24,"LOCATION_003","PRECINCT_003","DEVICE_006",6,11,2018,7,50,24
"CHECKIN_000985",60,2018-11-06 08:11:59,"LOCATION_003","PRECINCT_003","DEVICE_005",6,11,2018,8,11,59
"CHECKIN_000987",40,2018-11-06 08:12:34,"LOCATION_003","PRECINCT_003","DEVICE_005",6,11,2018,8,12,34
"CHECKIN_000992",32,2018-11-06 08:14:33,"LOCATION_003","PRECINCT_003","DEVICE_006",6,11,2018,8,14,33
"CHECKIN_001003",64,2018-11-06 08:25:45,"LOCATION_003","PRECINCT_003","DEVICE_005",6,11,2018,8,25,45
"CHECKIN_001023",32,2018-11-06 08:42:00,"LOCATION_003","PRECINCT_003","DEVICE_006",6,11,2018,8,42,0
"CHECKIN_001036",75,2018-11-06 08:52:52,"LOCATION_003","PRECINCT_003","DEVICE_005",6,11,2018,8,52,52
"CHECKIN_001043",37,2018-11-06 08:57:04,"LOCATION_003","PRECINCT_003","DEVICE_006",6,11,2018,8,57,4
"CHECKIN_001059",31,2018-11-06 09:09:01,"LOCATION_003","PRECINCT_003","DEVICE_005",6,11,2018,9,9,1
"CHECKIN_001065",49,2018-11-06 09:12:55,"LOCATION_003","PRECINCT_003","DEVICE_006",6,11,2018,9,12,55
"CHECKIN_001072",25,2018-11-06 09:18:41,"LOCATION_003","PRECINCT_003","DEVICE_005",6,11,2018,9,18,41
"CHECKIN_001080",17,2018-11-06 09:25:24,"LOCATION_003","PRECINCT_003","DEVICE_006",6,11,2018,9,25,24
"CHECKIN_001085",37,2018-11-06 09:30:00,"LOCATION_003","PRECINCT_003","DEVICE_005",6,11,2018,9,30,0
"CHECKIN_001090",54,2018-11-06 09:33:52,"LOCATION_003","PRECINCT_003","DEVICE_006",6,11,2018,9,33,52
"CHECKIN_001103",46,2018-11-06 09:44:03,"LOCATION_003","PRECINCT_003","DEVICE_006",6,11,2018,9,44,3
"CHECKIN_001132",64,2018-11-06 09:58:45,"LOCATION_003","PRECINCT_003","DEVICE_005",6,11,2018,9,58,45
"CHECKIN_001136",51,2018-11-06 10:02:27,"LOCATION_003","PRECINCT_003","DEVICE_006",6,11,2018,10,2,27
"CHECKIN_001143",49,2018-11-06 10:10:47,"LOCATION_003","PRECINCT_003","DEVICE_005",6,11,2018,10,10,47
"CHECKIN_001150",39,2018-11-06 10:16:13,"LOCATION_003","PRECINCT_003","DEVICE_006",6,11,2018,10,16,13
"CHECKIN_001155",58,2018-11-06 10:18:21,"LOCATION_003","PRECINCT_003","DEVICE_006",6,11,2018,10,18,21
"CHECKIN_001161",43,2018-11-06 10:21:28,"LOCATION_003","PRECINCT_003","DEVICE_005",6,11,2018,10,21,28
"CHECKIN_001165",69,2018-11-06 10:24:20,"LOCATION_003","PRECINCT_003","DEVICE_005",6,11,2018,10,24,20
"CHECKIN_001170",37,2018-11-06 10:26:22,"LOCATION_003","PRECINCT_003","DEVICE_006",6,11,2018,10,26,22
"CHECKIN_001175",38,2018-11-06 10:28:35,"LOCATION_003","PRECINCT_003","DEVICE_005",6,11,2018,10,28,35
"CHECKIN_001206",63,2018-11-06 10:46:31,"LOCATION_003","PRECINCT_003","DEVICE_006",6,11,2018,10,46,31
"CHECKIN_001217",61,2018-11-06 10:51:10,"LOCATION_003","PRECINCT_003","DEVICE_005",6,11,2018,10,51,10
"CHECKIN_001221",55,2018-11-06 10:53:03,"LOCATION_003","PRECINCT_003","DEVICE_005",6,11,2018,10,53,3
"CHECKIN_001241",37,2018-11-06 11:00:33,"LOCATION_003","PRECINCT_003","DEVICE_005",6,11,2018,11,0,33
"CHECKIN_001244",243,2018-11-06 11:01:32,"LOCATION_003","PRECINCT_003","DEVICE_006",6,11,2018,11,1,32
"CHECKIN_001249",17,2018-11-06 11:03:48,"LOCATION_003","PRECINCT_003","DEVICE_005",6,11,2018,11,3,48
"CHECKIN_001257",26,2018-11-06 11:07:00,"LOCATION_003","PRECINCT_003","DEVICE_005",6,11,2018,11,7,0
"CHECKIN_001262",63,2018-11-06 11:11:59,"LOCATION_003","PRECINCT_003","DEVICE_006",6,11,2018,11,11,59
"CHECKIN_001288",61,2018-11-06 11:49:10,"LOCATION_003","PRECINCT_003","DEVICE_006",6,11,2018,11,49,10
"CHECKIN_001324",33,2018-11-06 12:14:50,"LOCATION_003","PRECINCT_003","DEVICE_005",6,11,2018,12,14,50
"CHECKIN_001336",34,2018-11-06 12:26:57,"LOCATION_003","PRECINCT_003","DEVICE_005",6,11,2018,12,26,57
"CHECKIN_001343",21,2018-11-06 12:34:15,"LOCATION_003","PRECINCT_003","DEVICE_006",6,11,2018,12,34,15
"CHECKIN_001344",71,2018-11-06 12:35:11,"LOCATION_003","PRECINCT_003","DEVICE_006",6,11,2018,12,35,11
"CHECKIN_001346",49,2018-11-06 12:36:36,"LOCATION_003","PRECINCT_003","DEVICE_005",6,11,2018,12,36,36
"CHECKIN_001347",72,2018-11-06 12:37:13,"LOCATION_003","PRECINCT_003","DEVICE_006",6,11,2018,12,37,13
"CHECKIN_001367",44,2018-11-06 12:59:06,"LOCATION_003","PRECINCT_003","DEVICE_005",6,11,2018,12,59,6
"CHECKIN_001376",51,2018-11-06 13:11:09,"LOCATION_003","PRECINCT_003","DEVICE_005",6,11,2018,13,11,9
"CHECKIN_001382",37,2018-11-06 13:15:00,"LOCATION_003","PRECINCT_003","DEVICE_005",6,11,2018,13,15,0
"CHECKIN_001387",35,2018-11-06 13:17:59,"LOCATION_003","PRECINCT_003","DEVICE_006",6,11,2018,13,17,59
"CHECKIN_001394",46,2018-11-06 13:25:12,"LOCATION_003","PRECINCT_003","DEVICE_006",6,11,2018,13,25,12
"CHECKIN_001411",19,2018-11-06 13:49:36,"LOCATION_003","PRECINCT_003","DEVICE_005",6,11,2018,13,49,36
"CHECKIN_001427",60,2018-11-06 14:13:31,"LOCATION_003","PRECINCT_003","DEVICE_005",6,11,2018,14,13,31
"CHECKIN_001441",49,2018-11-06 14:31:30,"LOCATION_003","PRECINCT_003","DEVICE_006",6,11,2018,14,31,30
"CHECKIN_001454",31,2018-11-06 14:50:51,"LOCATION_003","PRECINCT_003","DEVICE_005",6,11,2018,14,50,51
"CHECKIN_001464",65,2018-11-06 14:59:37,"LOCATION_003","PRECINCT_003","DEVICE_006",6,11,2018,14,59,37
"CHECKIN_001480",205,2018-11-06 15:28:52,"LOCATION_003","PRECINCT_003","DEVICE_006",6,11,2018,15,28,52
"CHECKIN_001486",45,2018-11-06 15:37:09,"LOCATION_003","PRECINCT_003","DEVICE_005",6,11,2018,15,37,9
"CHECKIN_001488",53,2018-11-06 15:38:02,"LOCATION_003","PRECINCT_003","DEVICE_005",6,11,2018,15,38,2
"CHECKIN_001492",221,2018-11-06 15:39:56,"LOCATION_003","PRECINCT_003","DEVICE_005",6,11,2018,15,39,56
"CHECKIN_001507",32,2018-11-06 15:57:24,"LOCATION_003","PRECINCT_003","DEVICE_006",6,11,2018,15,57,24
"CHECKIN_001516",51,2018-11-06 16:00:52,"LOCATION_003","PRECINCT_003","DEVICE_006",6,11,2018,16,0,52
"CHECKIN_001522",29,2018-11-06 16:06:34,"LOCATION_003","PRECINCT_003","DEVICE_005",6,11,2018,16,6,34
"CHECKIN_001524",278,2018-11-06 16:07:55,"LOCATION_003","PRECINCT_003","DEVICE_006",6,11,2018,16,7,55
"CHECKIN_001538",20,2018-11-06 16:26:14,"LOCATION_003","PRECINCT_003","DEVICE_005",6,11,2018,16,26,14
"CHECKIN_001547",44,2018-11-06 16:33:19,"LOCATION_003","PRECINCT_003","DEVICE_005",6,11,2018,16,33,19
"CHECKIN_001575",41,2018-11-06 17:12:43,"LOCATION_003","PRECINCT_003","DEVICE_006",6,11,2018,17,12,43
"CHECKIN_001580",53,2018-11-06 17:16:48,"LOCATION_003","PRECINCT_003","DEVICE_006",6,11,2018,17,16,48
"CHECKIN_001581",50,2018-11-06 17:17:28,"LOCATION_003","PRECINCT_003","DEVICE_005",6,11,2018,17,17,28
"CHECKIN_001589",216,2018-11-06 17:29:07,"LOCATION_003","PRECINCT_003","DEVICE_006",6,11,2018,17,29,7
"CHECKIN_001614",23,2018-11-06 17:54:30,"LOCATION_003","PRECINCT_003","DEVICE_005",6,11,2018,17,54,30
"CHECKIN_001622",23,2018-11-06 18:00:47,"LOCATION_003","PRECINCT_003","DEVICE_005",6,11,2018,18,0,47
"CHECKIN_001629",32,2018-11-06 18:04:13,"LOCATION_003","PRECINCT_003","DEVICE_005",6,11,2018,18,4,13
"CHECKIN_001634",21,2018-11-06 18:10:34,"LOCATION_003","PRECINCT_003","DEVICE_006",6,11,2018,18,10,34
"CHECKIN_001649",40,2018-11-06 18:24:06,"LOCATION_003","PRECINCT_003","DEVICE_005",6,11,2018,18,24,6
"CHECKIN_001659",47,2018-11-06 18:32:36,"LOCATION_003","PRECINCT_003","DEVICE_006",6,11,2018,18,32,36
"CHECKIN_001675",47,2018-11-06 18:51:58,"LOCATION_003","PRECINCT_003","DEVICE_005",6,11,2018,18,51,58
"CHECKIN_001691",18,2018-11-06 19:20:10,"LOCATION_003","PRECINCT_003","DEVICE_006",6,11,2018,19,20,10
"CHECKIN_001702",39,2018-11-06 19:43:46,"LOCATION_003","PRECINCT_003","DEVICE_005",6,11,2018,19,43,46
"CHECKIN_001707",19,2018-11-06 19:52:42,"LOCATION_003","PRECINCT_003","DEVICE_005",6,11,2018,19,52,42
"CHECKIN_001722",48,2018-11-06 07:04:59,"LOCATION_004","PRECINCT_006","DEVICE_007",6,11,2018,7,4,59
"CHECKIN_001729",49,2018-11-06 07:08:36,"LOCATION_004","PRECINCT_006","DEVICE_007",6,11,2018,7,8,36
"CHECKIN_001742",70,2018-11-06 07:17:59,"LOCATION_004","PRECINCT_006","DEVICE_008",6,11,2018,7,17,59
"CHECKIN_001751",33,2018-11-06 07:25:45,"LOCATION_004","PRECINCT_006","DEVICE_008",6,11,2018,7,25,45
"CHECKIN_001764",264,2018-11-06 07:31:40,"LOCATION_004","PRECINCT_006","DEVICE_008",6,11,2018,7,31,40
"CHECKIN_001767",59,2018-11-06 07:33:08,"LOCATION_004","PRECINCT_006","DEVICE_008",6,11,2018,7,33,8
"CHECKIN_001770",18,2018-11-06 07:37:17,"LOCATION_004","PRECINCT_006","DEVICE_007",6,11,2018,7,37,17
"CHECKIN_001782",54,2018-11-06 07:49:25,"LOCATION_004","PRECINCT_006","DEVICE_007",6,11,2018,7,49,25
"CHECKIN_001811",43,2018-11-06 08:18:08,"LOCATION_004","PRECINCT_006","DEVICE_007",6,11,2018,8,18,8
"CHECKIN_001819",63,2018-11-06 08:22:25,"LOCATION_004","PRECINCT_006","DEVICE_007",6,11,2018,8,22,25
"CHECKIN_001829",56,2018-11-06 08:30:20,"LOCATION_004","PRECINCT_006","DEVICE_008",6,11,2018,8,30,20
"CHECKIN_001833",52,2018-11-06 08:33:50,"LOCATION_004","PRECINCT_006","DEVICE_008",6,11,2018,8,33,50
"CHECKIN_001846",45,2018-11-06 08:43:07,"LOCATION_004","PRECINCT_006","DEVICE_007",6,11,2018,8,43,7
"CHECKIN_001850",46,2018-11-06 08:44:54,"LOCATION_004","PRECINCT_006","DEVICE_008",6,11,2018,8,44,54
"CHECKIN_001864",18,2018-11-06 08:58:31,"LOCATION_004","PRECINCT_006","DEVICE_007",6,11,2018,8,58,31
"CHECKIN_001866",31,2018-11-06 09:00:16,"LOCATION_004","PRECINCT_006","DEVICE_007",6,11,2018,9,0,16
"CHECKIN_001870",53,2018-11-06 09:01:58,"LOCATION_004","PRECINCT_006","DEVICE_008",6,11,2018,9,1,58
"CHECKIN_001886",47,2018-11-06 09:15:44,"LOCATION_004","PRECINCT_006","DEVICE_008",6,11,2018,9,15,44
"CHECKIN_001889",41,2018-11-06 09:17:09,"LOCATION_004","PRECINCT_006","DEVICE_007",6,11,2018,9,17,9
"CHECKIN_001903",27,2018-11-06 09:29:25,"LOCATION_004","PRECINCT_006","DEVICE_007",6,11,2018,9,29,25
"CHECKIN_001905",45,2018-11-06 09:32:59,"LOCATION_004","PRECINCT_006","DEVICE_008",6,11,2018,9,32,59
"CHECKIN_001935",280,2018-11-06 09:58:13,"LOCATION_004","PRECINCT_006","DEVICE_007",6,11,2018,9,58,13
"CHECKIN_001940",58,2018-11-06 10:00:52,"LOCATION_004","PRECINCT_006","DEVICE_007",6,11,2018,10,0,52
"CHECKIN_001944",26,2018-11-06 10:03:21,"LOCATION_004","PRECINCT_006","DEVICE_007",6,11,2018,10,3,21
"CHECKIN_001965",69,2018-11-06 10:26:33,"LOCATION_004","PRECINCT_006","DEVICE_008",6,11,2018,10,26,33
"CHECKIN_001977",69,2018-11-06 10:36:00,"LOCATION_004","PRECINCT_006","DEVICE_008",6,11,2018,10,36,0
"CHECKIN_001980",72,2018-11-06 10:39:29,"LOCATION_004","PRECINCT_006","DEVICE_007",6,11,2018,10,39,29
"CHECKIN_001991",71,2018-11-06 10:51:09,"LOCATION_004","PRECINCT_006","DEVICE_007",6,11,2018,10,51,9
"CHECKIN_002002",72,2018-11-06 11:01:08,"LOCATION_004","PRECINCT_006","DEVICE_008",6,11,2018,11,1,8
"CHECKIN_002014",15,2018-11-06 11:09:39,"LOCATION_004","PRECINCT_006","DEVICE_007",6,11,2018,11,9,39
"CHECKIN_002050",37,2018-11-06 11:48:52,"LOCATION_004","PRECINCT_006","DEVICE_008",6,11,2018,11,48,52
"CHECKIN_002051",217,2018-11-06 11:49:05,"LOCATION_004","PRECINCT_006","DEVICE_007",6,11,2018,11,49,5
"CHECKIN_002053",73,2018-11-06 11:50:52,"LOCATION_004","PRECINCT_006","DEVICE_007",6,11,2018,11,50,52
"CHECKIN_002058",41,2018-11-06 11:55:41,"LOCATION_004","PRECINCT_006","DEVICE_008",6,11,2018,11,55,41
"CHECKIN_002062",42,2018-11-06 12:05:18,"LOCATION_004","PRECINCT_006","DEVICE_008",6,11,2018,12,5,18
"CHECKIN_002066",29,2018-11-06 12:09:12,"LOCATION_004","PRECINCT_006","DEVICE_007",6,11,2018,12,9,12
"CHECKIN_002078",65,2018-11-06 12:34:27,"LOCATION_004","PRECINCT_006","DEVICE_007",6,11,2018,12,34,27
"CHECKIN_002090",40,2018-11-06 13:05:19,"LOCATION_004","PRECINCT_006","DEVICE_007",6,11,2018,13,5,19
"CHECKIN_002091",251,2018-11-06 13:05:42,"LOCATION_004","PRECINCT_006","DEVICE_008",6,11,2018,13,5,42
"CHECKIN_002096",69,2018-11-06 13:09:00,"LOCATION_004","PRECINCT_006","DEVICE_007",6,11,2018,13,9,0
"CHECKIN_002121",54,2018-11-06 13:57:54,"LOCATION_004","PRECINCT_006","DEVICE_008",6,11,2018,13,57,54
"CHECKIN_002147",51,2018-11-06 14:47:29,"LOCATION_004","PRECINCT_006","DEVICE_007",6,11,2018,14,47,29
"CHECKIN_002150",59,2018-11-06 14:48:59,"LOCATION_004","PRECINCT_006","DEVICE_008",6,11,2018,14,48,59
"CHECKIN_002152",65,2018-11-06 14:49:42,"LOCATION_004","PRECINCT_006","DEVICE_008",6,11,2018,14,49,42
